"lab2","lab3","population","treatment","chill","force","photo","species","tbb","latbb1"
"ACESAC06_HF_08","ACESAC06_HF_08_chill0_LP_LF","HF","CS0","chill0","LF","LP","ACESAC",68,68
"ACESAC06_HF_09","ACESAC06_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","ACESAC",89,83
"ACESAC07_SH_01","ACESAC07_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","ACESAC",29,29
"ACESAC07_SH_02","ACESAC07_SH_02_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",85,77
"ACESAC07_SH_05","ACESAC07_SH_05_LC_HP_HF","SH","WL1","LC","HF","HP","ACESAC",71,64
"ACESAC07_SH_07","ACESAC07_SH_07_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",89,74
"ACESAC07_SH_08","ACESAC07_SH_08_chill0_HP_HF","SH","WL0","chill0","HF","HP","ACESAC",39,47
"ACESAC07_SH_09","ACESAC07_SH_09_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",60,60
"ACESAC07_SH_10","ACESAC07_SH_10_chill0_HP_LF","SH","CL0","chill0","LF","HP","ACESAC",61,48
"ACESAC09_SH_02","ACESAC09_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","ACESAC",61,48
"ACESAC09_SH_05","ACESAC09_SH_05_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",64,64
"ACESAC09_SH_06","ACESAC09_SH_06_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",83,70
"ACESAC09_SH_07","ACESAC09_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",55,55
"ACESAC09_SH_08","ACESAC09_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","ACESAC",64,83
"ACESAC09_SH_09","ACESAC09_SH_09_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",47,47
"ACESAC09_SH_10","ACESAC09_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","ACESAC",63,63
"ACESAC09_SH_11","ACESAC09_SH_11_chill0_HP_HF","SH","WL0","chill0","HF","HP","ACESAC",42,39
"ACESAC09_SH_12","ACESAC09_SH_12_chill0_LP_HF","SH","WS0","chill0","HF","LP","ACESAC",34,34
"ACESAC10_HF_03","ACESAC10_HF_03_HC_HP_LF","HF","CL2","HC","LF","HP","ACESAC",56,76
"ACESAC10_HF_05","ACESAC10_HF_05_chill0_HP_HF","HF","WL0","chill0","HF","HP","ACESAC",39,39
"ACESAC10_SH_02","ACESAC10_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","ACESAC",29,29
"ACESAC10_SH_06","ACESAC10_SH_06_HC_HP_HF","SH","WL2","HC","HF","HP","ACESAC",60,69
"ACESAC10_SH_09","ACESAC10_SH_09_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",83,64
"ACESAC10_SH_10","ACESAC10_SH_10_LC_HP_LF","SH","CL1","LC","LF","HP","ACESAC",84,70
"ACESAC99_HF_07","ACESAC99_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","ACESAC",57,57
"ACESAC99_HF_09","ACESAC99_HF_09_chill0_HP_LF","HF","CL0","chill0","LF","HP","ACESAC",54,54
"ACESAC99_HF_11","ACESAC99_HF_11_LC_LP_LF","HF","CS1","LC","LF","LP","ACESAC",56,56
"ACESAC99_SH_01","ACESAC99_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","ACESAC",39,53
"ACESAC99_SH_02","ACESAC99_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","ACESAC",43,43
"ACESAC99_SH_03","ACESAC99_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","ACESAC",71,64
"ACESAC99_SH_05","ACESAC99_SH_05_HC_HP_LF","SH","CL2","HC","LF","HP","ACESAC",70,70
"ACESAC99_SH_08","ACESAC99_SH_08_HC_LP_HF","SH","WS2","HC","HF","LP","ACESAC",74,74
"ACESAC99_SH_09","ACESAC99_SH_09_chill0_LP_HF","SH","WS0","chill0","HF","LP","ACESAC",56,56
"ALNINC01_HF_01","ALNINC01_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",27,34
"ALNINC01_HF_02","ALNINC01_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","ALNINC",39,33
"ALNINC01_HF_03","ALNINC01_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",40,40
"ALNINC01_HF_04","ALNINC01_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",68,68
"ALNINC01_SH_01","ALNINC01_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","ALNINC",6,26
"ALNINC01_SH_02","ALNINC01_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","ALNINC",29,20
"ALNINC01_SH_03","ALNINC01_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",39,33
"ALNINC01_SH_04","ALNINC01_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","ALNINC",26,26
"ALNINC02_HF_01","ALNINC02_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",40,34
"ALNINC02_HF_02","ALNINC02_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",54,48
"ALNINC02_HF_03","ALNINC02_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","ALNINC",33,33
"ALNINC02_HF_04","ALNINC02_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",42,68
"ALNINC02_SH_01","ALNINC02_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",39,33
"ALNINC02_SH_02","ALNINC02_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","ALNINC",27,18
"ALNINC02_SH_04","ALNINC02_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","ALNINC",13,29
"ALNINC04_HF_01","ALNINC04_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",34,34
"ALNINC04_HF_02","ALNINC04_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","ALNINC",6,26
"ALNINC04_HF_03","ALNINC04_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",33,33
"ALNINC04_HF_04","ALNINC04_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",29,34
"ALNINC04_SH_01","ALNINC04_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","ALNINC",40,40
"ALNINC04_SH_03","ALNINC04_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",39,39
"ALNINC05_HF_01","ALNINC05_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",34,34
"ALNINC05_HF_02","ALNINC05_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",68,34
"ALNINC05_HF_03","ALNINC05_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","ALNINC",13,39
"ALNINC05_HF_04","ALNINC05_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",13,13
"ALNINC05_SH_01","ALNINC05_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",42,47
"ALNINC05_SH_03","ALNINC05_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","ALNINC",53,33
"ALNINC05_SH_04","ALNINC05_SH_04_chill0_HP_LF","SH","CL0","chill0","LF","HP","ALNINC",12,12
"ALNINC06_SH_01","ALNINC06_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","ALNINC",20,29
"ALNINC06_SH_02","ALNINC06_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",13,13
"ALNINC06_SH_03","ALNINC06_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","ALNINC",13,13
"ALNINC06_SH_04","ALNINC06_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","ALNINC",34,29
"ALNINC07_HF_01","ALNINC07_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",39,39
"ALNINC07_HF_02","ALNINC07_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",34,34
"ALNINC07_HF_03","ALNINC07_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",40,40
"ALNINC07_SH_01","ALNINC07_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","ALNINC",18,18
"ALNINC07_SH_02","ALNINC07_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","ALNINC",34,34
"ALNINC07_SH_03","ALNINC07_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","ALNINC",33,33
"ALNINC07_SH_04","ALNINC07_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","ALNINC",27,27
"ALNINC08_HF_01","ALNINC08_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","ALNINC",34,34
"ALNINC08_HF_02","ALNINC08_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","ALNINC",13,33
"ALNINC08_HF_03","ALNINC08_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","ALNINC",29,34
"ALNINC08_HF_04","ALNINC08_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","ALNINC",75,47
"AROMEL04_HF_01","AROMEL04_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","AROMEL",13,13
"AROMEL04_HF_02","AROMEL04_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","AROMEL",13,21
"AROMEL04_HF_03","AROMEL04_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","AROMEL",12,12
"AROMEL04_HF_04","AROMEL04_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","AROMEL",13,13
"AROMEL06_HF_02","AROMEL06_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","AROMEL",18,18
"AROMEL08_HF_01","AROMEL08_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","AROMEL",12,12
"AROMEL08_HF_02","AROMEL08_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","AROMEL",13,21
"AROMEL08_HF_03","AROMEL08_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","AROMEL",13,13
"AROMEL08_HF_04","AROMEL08_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","AROMEL",12,12
"AROMEL11_HF_01","AROMEL11_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","AROMEL",21,21
"AROMEL11_HF_02","AROMEL11_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","AROMEL",12,20
"AROMEL11_HF_03","AROMEL11_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","AROMEL",12,12
"AROMEL11_HF_04","AROMEL11_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","AROMEL",13,13
"BETALL01_SH_02","BETALL01_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL01_SH_03","BETALL01_SH_03_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,57
"BETALL01_SH_04","BETALL01_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",46,46
"BETALL01_SH_05","BETALL01_SH_05_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETALL",42,39
"BETALL01_SH_07","BETALL01_SH_07_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",29,29
"BETALL01_SH_08","BETALL01_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",64,57
"BETALL01_SH_09","BETALL01_SH_09_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",42,42
"BETALL01_SH_10","BETALL01_SH_10_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",56,34
"BETALL01_SH_12","BETALL01_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",26,26
"BETALL02_SH_01","BETALL02_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",26,26
"BETALL02_SH_03","BETALL02_SH_03_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",57,57
"BETALL02_SH_04","BETALL02_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",50,46
"BETALL02_SH_05","BETALL02_SH_05_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",32,32
"BETALL02_SH_06","BETALL02_SH_06_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",34,34
"BETALL02_SH_07","BETALL02_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",50,55
"BETALL02_SH_08","BETALL02_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",56,63
"BETALL02_SH_09","BETALL02_SH_09_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETALL",68,47
"BETALL02_SH_10","BETALL02_SH_10_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL02_SH_11","BETALL02_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",49,49
"BETALL02_SH_12","BETALL02_SH_12_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,57
"BETALL03_SH_01","BETALL03_SH_01_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",64,49
"BETALL03_SH_02","BETALL03_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",29,26
"BETALL03_SH_03","BETALL03_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",46,71
"BETALL03_SH_04","BETALL03_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",56,48
"BETALL03_SH_05","BETALL03_SH_05_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",27,27
"BETALL03_SH_06","BETALL03_SH_06_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,83
"BETALL03_SH_07","BETALL03_SH_07_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",32,32
"BETALL03_SH_08","BETALL03_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL03_SH_09","BETALL03_SH_09_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL03_SH_10","BETALL03_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","BETALL",46,46
"BETALL03_SH_11","BETALL03_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",49,49
"BETALL03_SH_12","BETALL03_SH_12_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETALL",39,33
"BETALL08_SH_01","BETALL08_SH_01_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",46,46
"BETALL08_SH_02","BETALL08_SH_02_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",48,42
"BETALL08_SH_03","BETALL08_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETALL",33,33
"BETALL08_SH_04","BETALL08_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",41,41
"BETALL08_SH_05","BETALL08_SH_05_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",18,18
"BETALL08_SH_07","BETALL08_SH_07_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL08_SH_08","BETALL08_SH_08_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",32,32
"BETALL08_SH_09","BETALL08_SH_09_HC_LP_LF","SH","CS2","HC","LF","LP","BETALL",46,46
"BETALL08_SH_10","BETALL08_SH_10_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",27,27
"BETALL08_SH_11","BETALL08_SH_11_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",53,53
"BETALL09_SH_01","BETALL09_SH_01_HC_LP_LF","SH","CS2","HC","LF","LP","BETALL",50,56
"BETALL09_SH_02","BETALL09_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",34,34
"BETALL09_SH_03","BETALL09_SH_03_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL09_SH_04","BETALL09_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",56,48
"BETALL09_SH_05","BETALL09_SH_05_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL09_SH_06","BETALL09_SH_06_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",29,29
"BETALL09_SH_07","BETALL09_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",46,46
"BETALL09_SH_09","BETALL09_SH_09_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",57,57
"BETALL09_SH_10","BETALL09_SH_10_LC_LP_HF","SH","WS1","LC","HF","LP","BETALL",49,49
"BETALL09_SH_11","BETALL09_SH_11_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",32,32
"BETALL09_SH_12","BETALL09_SH_12_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",46,41
"BETALL10_HF_01","BETALL10_HF_01_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",56,56
"BETALL10_HF_02","BETALL10_HF_02_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",57,57
"BETALL10_HF_03","BETALL10_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",33,33
"BETALL10_HF_04","BETALL10_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETALL",18,18
"BETALL10_HF_05","BETALL10_HF_05_HC_HP_HF","HF","WL2","HC","HF","HP","BETALL",47,53
"BETALL10_HF_06","BETALL10_HF_06_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",46,46
"BETALL10_HF_07","BETALL10_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",57,57
"BETALL10_HF_08","BETALL10_HF_08_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",46,71
"BETALL10_HF_09","BETALL10_HF_09_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",50,56
"BETALL10_HF_10","BETALL10_HF_10_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETALL",26,26
"BETALL10_HF_11","BETALL10_HF_11_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",32,32
"BETALL10_HF_12","BETALL10_HF_12_HC_HP_LF","HF","CL2","HC","LF","HP","BETALL",63,56
"BETALL10_SH_01","BETALL10_SH_01_HC_LP_HF","SH","WS2","HC","HF","LP","BETALL",46,46
"BETALL10_SH_02","BETALL10_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETALL",26,26
"BETALL10_SH_03","BETALL10_SH_03_LC_HP_LF","SH","CL1","LC","LF","HP","BETALL",46,46
"BETALL10_SH_04","BETALL10_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETALL",26,26
"BETALL10_SH_05","BETALL10_SH_05_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETALL",33,33
"BETALL10_SH_07","BETALL10_SH_07_HC_LP_LF","SH","CS2","HC","LF","LP","BETALL",50,46
"BETALL10_SH_08","BETALL10_SH_08_LC_LP_LF","SH","CS1","LC","LF","LP","BETALL",48,48
"BETALL10_SH_09","BETALL10_SH_09_HC_HP_HF","SH","WL2","HC","HF","HP","BETALL",47,47
"BETALL10_SH_10","BETALL10_SH_10_LC_HP_HF","SH","WL1","LC","HF","HP","BETALL",41,41
"BETALL10_SH_11","BETALL10_SH_11_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETALL",32,32
"BETALL10_SH_12","BETALL10_SH_12_HC_HP_LF","SH","CL2","HC","LF","HP","BETALL",46,46
"BETALL16_HF_01","BETALL16_HF_01_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",50,56
"BETALL16_HF_02","BETALL16_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",29,20
"BETALL16_HF_03","BETALL16_HF_03_HC_HP_HF","HF","WL2","HC","HF","HP","BETALL",47,47
"BETALL16_HF_04","BETALL16_HF_04_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",57,46
"BETALL16_HF_05","BETALL16_HF_05_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",39,33
"BETALL16_HF_06","BETALL16_HF_06_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETALL",18,18
"BETALL16_HF_07","BETALL16_HF_07_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETALL",26,26
"BETALL16_HF_08","BETALL16_HF_08_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",50,46
"BETALL16_HF_09","BETALL16_HF_09_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",48,48
"BETALL16_HF_10","BETALL16_HF_10_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",46,57
"BETALL16_HF_11","BETALL16_HF_11_HC_HP_LF","HF","CL2","HC","LF","HP","BETALL",49,46
"BETALL16_HF_12","BETALL16_HF_12_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",64,49
"BETALL17_HF_01","BETALL17_HF_01_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",57,83
"BETALL17_HF_02","BETALL17_HF_02_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",46,71
"BETALL17_HF_04","BETALL17_HF_04_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",50,50
"BETALL17_HF_05","BETALL17_HF_05_HC_HP_LF","HF","CL2","HC","LF","HP","BETALL",56,56
"BETALL17_HF_06","BETALL17_HF_06_HC_HP_HF","HF","WL2","HC","HF","HP","BETALL",60,60
"BETALL17_HF_07","BETALL17_HF_07_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",34,34
"BETALL17_HF_08","BETALL17_HF_08_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",63,56
"BETALL17_HF_09","BETALL17_HF_09_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",57,57
"BETALL17_HF_11","BETALL17_HF_11_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",39,39
"BETALL17_HF_12","BETALL17_HF_12_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",56,56
"BETALL18_HF_01","BETALL18_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",33,21
"BETALL18_HF_03","BETALL18_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETALL",27,27
"BETALL18_HF_05","BETALL18_HF_05_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",46,41
"BETALL18_HF_07","BETALL18_HF_07_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",20,20
"BETALL18_HF_08","BETALL18_HF_08_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",50,56
"BETALL18_HF_09","BETALL18_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",57,57
"BETALL18_HF_10","BETALL18_HF_10_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",57,49
"BETALL18_HF_11","BETALL18_HF_11_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",56,48
"BETALL18_HF_12","BETALL18_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",46,46
"BETALL19_HF_01","BETALL19_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",20,29
"BETALL19_HF_02","BETALL19_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",48,56
"BETALL19_HF_03","BETALL19_HF_03_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",41,41
"BETALL19_HF_04","BETALL19_HF_04_HC_HP_HF","HF","WL2","HC","HF","HP","BETALL",47,47
"BETALL19_HF_05","BETALL19_HF_05_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",46,46
"BETALL19_HF_06","BETALL19_HF_06_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETALL",18,18
"BETALL19_HF_07","BETALL19_HF_07_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",46,46
"BETALL19_HF_08","BETALL19_HF_08_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",49,49
"BETALL19_HF_09","BETALL19_HF_09_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETALL",18,18
"BETALL19_HF_10","BETALL19_HF_10_HC_HP_LF","HF","CL2","HC","LF","HP","BETALL",46,46
"BETALL19_HF_11","BETALL19_HF_11_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",46,56
"BETALL19_HF_12","BETALL19_HF_12_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",33,33
"BETALL20_HF_01","BETALL20_HF_01_LC_HP_HF","HF","WL1","LC","HF","HP","BETALL",46,71
"BETALL20_HF_02","BETALL20_HF_02_LC_HP_LF","HF","CL1","LC","LF","HP","BETALL",50,46
"BETALL20_HF_03","BETALL20_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETALL",26,26
"BETALL20_HF_04","BETALL20_HF_04_HC_HP_HF","HF","WL2","HC","HF","HP","BETALL",47,47
"BETALL20_HF_05","BETALL20_HF_05_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETALL",33,33
"BETALL20_HF_06","BETALL20_HF_06_HC_HP_LF","HF","CL2","HC","LF","HP","BETALL",46,46
"BETALL20_HF_07","BETALL20_HF_07_HC_LP_LF","HF","CS2","HC","LF","LP","BETALL",50,56
"BETALL20_HF_08","BETALL20_HF_08_LC_LP_HF","HF","WS1","LC","HF","LP","BETALL",49,49
"BETALL20_HF_09","BETALL20_HF_09_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETALL",29,29
"BETALL20_HF_10","BETALL20_HF_10_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETALL",26,26
"BETALL20_HF_11","BETALL20_HF_11_HC_LP_HF","HF","WS2","HC","HF","LP","BETALL",57,83
"BETALL20_HF_12","BETALL20_HF_12_LC_LP_LF","HF","CS1","LC","LF","LP","BETALL",56,48
"BETLEN04_HF_01","BETLEN04_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",32,32
"BETLEN04_HF_02","BETLEN04_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",39,39
"BETLEN04_HF_03","BETLEN04_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",53,29
"BETLEN04_HF_04","BETLEN04_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",29,29
"BETLEN05_HF_01","BETLEN05_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",32,32
"BETLEN05_HF_02","BETLEN05_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",21,21
"BETLEN05_HF_03","BETLEN05_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",34,34
"BETLEN05_HF_04","BETLEN05_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",26,26
"BETLEN06_HF_01","BETLEN06_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",26,26
"BETLEN06_HF_02","BETLEN06_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",27,27
"BETLEN06_HF_03","BETLEN06_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",32,32
"BETLEN06_HF_04","BETLEN06_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",47,47
"BETLEN08_HF_01","BETLEN08_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",27,27
"BETLEN08_HF_02","BETLEN08_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",29,20
"BETLEN08_HF_03","BETLEN08_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",26,26
