"","X","day","population","indiv","chill","photo","force","flask","species","bbch.t","percent.t","bbch.l","percent.l","bbch2.l","percent2.l","bbch3.l","percent3.l","bbch4.t","percent4.t","lab","dup","ref","lab2"
"32385",13706,16,"sm","B","LC","LP","HF",36,"poptre",1,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"32410",13731,16,"sm","8","LC","LP","HF",39,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"32412",13733,16,"mp",NA,"LC","LP","HF",40,"menfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_LC_LP_HF_40_menfer",TRUE,"b","mp_LC_LP_HF_40_menfer_b"
"32417",13738,16,"sm","4","LC","LP","HF",40,"alninc",3,100,1,60,0,40,NA,NA,NA,NA,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"32425",13746,16,"sm",NA,"LC","LP","LF",1,"alninc",1,100,1,15,0,85,NA,NA,NA,NA,"sm_LC_LP_LF_1_alninc",TRUE,"b","sm_LC_LP_LF_1_alninc_b"
"32427",13748,16,"sm",NA,"LC","LP","LF",1,"poptre",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_1_poptre",TRUE,"b","sm_LC_LP_LF_1_poptre_b"
"32429",13750,16,"sm",NA,"LC","LP","LF",1,"vacmem",3,80,1,20,0,80,NA,NA,1,20,"sm_LC_LP_LF_1_vacmem",TRUE,"b","sm_LC_LP_LF_1_vacmem_b"
"32431",13752,16,"sm",NA,"LC","LP","LF",1,"vibedu",3,100,9,25,7,25,3,30,NA,NA,"sm_LC_LP_LF_1_vibedu",TRUE,"b","sm_LC_LP_LF_1_vibedu_b"
"32434",13755,16,"mp","tml","LC","LP","LF",2,"spibet",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"32448",13769,16,"mp","7","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"32449",13770,16,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"32476",13797,16,"sm","6","LC","LP","LF",7,"amealn",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"32510",13831,16,"sm","B","LC","LP","LF",11,"poptre",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"32520",13841,16,"sm",NA,"LC","LP","LF",12,"sorsco",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"32526",13847,16,"sm","8","LC","LP","LF",13,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"32528",13849,16,"sm","oc21","LC","LP","LF",13,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"32530",13851,16,"mp","5","LC","LP","LF",14,"alninc",3,100,3,10,1,75,0,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"32534",13855,16,"sm","3","LC","LP","LF",14,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"32543",13864,16,"sm","w/10","LC","LP","LF",15,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"32546",13867,16,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"32571",13892,16,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"32604",13926,16,"sm","10","LC","LP","LF",23,"alnvir",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"32621",13943,16,"sm","D","LC","LP","LF",25,"poptre",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"32659",13981,16,"sm","10","LC","LP","LF",30,"shecan",3,100,3,20,1,80,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"32660",13982,16,"sm","6","LC","LP","LF",30,"shecan",1,100,1,40,0,60,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"32670",13992,16,"sm","A5","LC","LP","LF",31,"spibet",3,100,3,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"32694",14016,16,"sm",NA,"LC","LP","LF",34,"spibet",3,75,3,80,1,10,0,10,NA,NA,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"32708",14030,16,"sm",NA,"LC","LP","LF",36,"spipyr",1,100,3,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"32724",14046,16,"sm",NA,"LC","LP","LF",38,"spibet",1,100,1,15,0,85,NA,NA,NA,NA,"sm_LC_LP_LF_38_spibet",TRUE,"b","sm_LC_LP_LF_38_spibet_b"
"32728",14050,16,"mp","8","LC","LP","LF",39,"riblac",1,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"32731",14053,16,"sm","10","LC","LP","LF",39,"loninv",3,100,3,45,1,50,0,5,NA,NA,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"32752",104591,16,"mp",NA,"HC","HP","HF",2,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_2_menfer",TRUE,"b","mp_HC_HP_HF_2_menfer_b"
"32760",104599,16,"mp","x","HC","HP","HF",3,"spibet",1,100,9,15,7,15,3,40,NA,NA,"mp_HC_HP_HF_3_spibet",TRUE,"b","mp_HC_HP_HF_3_spibet_b"
"32763",104602,16,"sm",NA,"HC","HP","HF",3,"alnvir",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_3_alnvir",TRUE,"b","sm_HC_HP_HF_3_alnvir_b"
"32788",104627,16,"sm","D","HC","HP","HF",6,"vibedu",17,70,17,30,15,10,3,60,3,30,"sm_HC_HP_HF_6_vibedu",TRUE,"b","sm_HC_HP_HF_6_vibedu_b"
"32821",104660,16,"mp","5","HC","HP","HF",11,"corsto",10,100,10,90,7,5,3,5,NA,NA,"mp_HC_HP_HF_11_corsto",TRUE,"b","mp_HC_HP_HF_11_corsto_b"
"32825",104664,16,"sm","A","HC","HP","HF",11,"betpap",3,100,3,40,1,60,NA,NA,NA,NA,"sm_HC_HP_HF_11_betpap",TRUE,"b","sm_HC_HP_HF_11_betpap_b"
"32827",104666,16,"sm","b","HC","HP","HF",11,"poptre",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_11_poptre",TRUE,"b","sm_HC_HP_HF_11_poptre_b"
"32871",104710,16,"mp","5","HC","HP","HF",17,"alninc",NA,NA,1,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_17_alninc",TRUE,"b","mp_HC_HP_HF_17_alninc_b"
"32875",104714,16,"sm",NA,"HC","HP","HF",17,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_17_rubpar",TRUE,"b","sm_HC_HP_HF_17_rubpar_b"
"32887",104726,16,"mp","ll","HC","HP","HF",19,"vacmem",10,10,10,10,9,10,7,10,7,5,"mp_HC_HP_HF_19_vacmem",TRUE,"b","mp_HC_HP_HF_19_vacmem_b"
"32899",104738,16,"sm","oc21","HC","HP","HF",20,"vacmem",3,100,7,5,3,25,1,50,NA,NA,"sm_HC_HP_HF_20_vacmem",TRUE,"b","sm_HC_HP_HF_20_vacmem_b"
"32927",104767,16,"sm","6","HC","HP","HF",24,"alnvir",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_24_alnvir",TRUE,"b","sm_HC_HP_HF_24_alnvir_b"
"32931",104771,16,"mp","10","HC","HP","HF",25,"acegla",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_25_acegla",TRUE,"b","mp_HC_HP_HF_25_acegla_b"
"32943",104784,16,"sm","12","HC","HP","HF",26,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_26_menfer",TRUE,"b","sm_HC_HP_HF_26_menfer_b"
"32982",104823,16,"mp","6","HC","HP","HF",31,"shecan",3,100,3,40,1,60,NA,NA,NA,NA,"mp_HC_HP_HF_31_shecan",TRUE,"b","mp_HC_HP_HF_31_shecan_b"
"32986",104827,16,"sm","12","HC","HP","HF",31,"riblac",7,100,7,60,1,40,NA,NA,NA,NA,"sm_HC_HP_HF_31_riblac",TRUE,"b","sm_HC_HP_HF_31_riblac_b"
"32995",104837,16,"mp","ALL","HC","HP","HF",33,"alninc",7,100,7,35,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_33_alninc",TRUE,"b","mp_HC_HP_HF_33_alninc_b"
"33021",104864,16,"mp","bski","HC","HP","HF",36,"poptre",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_36_poptre",TRUE,"b","mp_HC_HP_HF_36_poptre_b"
"33049",104892,16,"sm","A2","HC","HP","HF",39,"spibet",10,100,9,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_39_spibet",TRUE,"b","sm_HC_HP_HF_39_spibet_b"
"33061",104908,16,"mp","9","HC","HP","LF",1,"shecan",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_1_shecan",TRUE,"b","mp_HC_HP_LF_1_shecan_b"
"33068",104915,16,"mp","9","HC","HP","LF",2,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_2_rubpar",TRUE,"b","mp_HC_HP_LF_2_rubpar_b"
"33072",104919,16,"sm","3","HC","HP","LF",2,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_2_alninc",TRUE,"b","sm_HC_HP_LF_2_alninc_b"
"33092",104941,16,"mp",NA,"HC","HP","LF",5,"symalb",NA,NA,9,15,7,15,3,30,NA,NA,"mp_HC_HP_LF_5_symalb",TRUE,"b","mp_HC_HP_LF_5_symalb_b"
"33100",104949,16,"mp",NA,"HC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_6_rubpar",TRUE,"b","mp_HC_HP_LF_6_rubpar_b"
"33114",104963,16,"mp",NA,"HC","HP","LF",8,"spibet",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_8_spibet",TRUE,"b","mp_HC_HP_LF_8_spibet_b"
"33122",104971,16,"mp","7","HC","HP","LF",9,"samrac",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_9_samrac",TRUE,"b","mp_HC_HP_LF_9_samrac_b"
"33130",104979,16,"mp","6","HC","HP","LF",10,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_10_popbal",TRUE,"b","mp_HC_HP_LF_10_popbal_b"
"33158",105008,16,"mp","4","HC","HP","LF",14,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_14_alninc",TRUE,"b","mp_HC_HP_LF_14_alninc_b"
"33162",105012,16,"sm","CLA","HC","HP","LF",14,"amealn",9,60,9,25,7,15,3,40,3,40,"sm_HC_HP_LF_14_amealn",TRUE,"b","sm_HC_HP_LF_14_amealn_b"
"33179",105029,16,"sm","11","HC","HP","LF",16,"loninv",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_16_loninv",TRUE,"b","sm_HC_HP_LF_16_loninv_b"
"33211",105061,16,"sm","8","HC","HP","LF",20,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_20_popbal",TRUE,"b","sm_HC_HP_LF_20_popbal_b"
"33222",105072,16,"mp","10","HC","HP","LF",22,"loninv",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_22_loninv",TRUE,"b","mp_HC_HP_LF_22_loninv_b"
"33226",105076,16,"sm","8","HC","HP","LF",22,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_22_menfer",TRUE,"b","sm_HC_HP_LF_22_menfer_b"
"33263",105113,16,"mp","wjt","HC","HP","LF",27,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_27_vacmem",TRUE,"b","mp_HC_HP_LF_27_vacmem_b"
"33274",105124,16,"sm","10","HC","HP","LF",28,"loninv",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_28_loninv",TRUE,"b","sm_HC_HP_LF_28_loninv_b"
"33279",105129,16,"mp",NA,"HC","HP","LF",29,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_29_spipyr",TRUE,"b","mp_HC_HP_LF_29_spipyr_b"
"33286",105136,16,"mp","10","HC","HP","LF",30,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_30_riblac",TRUE,"b","mp_HC_HP_LF_30_riblac_b"
"33295",105145,16,"mp","10","HC","HP","LF",31,"samrac",1,100,1,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_31_samrac",TRUE,"b","mp_HC_HP_LF_31_samrac_b"
"33315",105165,16,"sm",NA,"HC","HP","LF",33,"symalb",NA,NA,3,40,1,60,NA,NA,NA,NA,"sm_HC_HP_LF_33_symalb",TRUE,"b","sm_HC_HP_LF_33_symalb_b"
"33324",105175,16,"mp","Atml","HC","HP","LF",35,"loninv",11,40,0,100,NA,NA,NA,NA,10,60,"mp_HC_HP_LF_35_loninv",TRUE,"b","mp_HC_HP_LF_35_loninv_b"
"33331",105182,16,"mp","9","HC","HP","LF",36,"corsto",9,100,9,40,3,30,1,30,NA,NA,"mp_HC_HP_LF_36_corsto",TRUE,"b","mp_HC_HP_LF_36_corsto_b"
"33337",105188,16,"sm","b30","HC","HP","LF",36,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_36_spipyr",TRUE,"b","sm_HC_HP_LF_36_spipyr_b"
"33353",105204,16,"sm","12","HC","HP","LF",38,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_38_riblac",TRUE,"b","sm_HC_HP_LF_38_riblac_b"
"33362",105214,16,"mp","6","HC","HP","LF",40,"acegla",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_40_acegla",TRUE,"b","mp_HC_HP_LF_40_acegla_b"
"33364",105216,16,"mp","6","HC","HP","LF",40,"rhoalb",9,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_40_rhoalb",TRUE,"b","mp_HC_HP_LF_40_rhoalb_b"
"33391",105244,16,"sm",NA,"HC","LP","HF",3,"sorsco",10,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_3_sorsco",TRUE,"b","sm_HC_LP_HF_3_sorsco_b"
"33415",105268,16,"sm","6","HC","LP","HF",6,"vibedu",17,50,17,15,11,5,10,5,3,50,"sm_HC_LP_HF_6_vibedu",TRUE,"b","sm_HC_LP_HF_6_vibedu_b"
"33443",105296,16,"mp","A","HC","LP","HF",10,"vacmem",3,100,3,50,1,25,0,25,NA,NA,"mp_HC_LP_HF_10_vacmem",TRUE,"b","mp_HC_LP_HF_10_vacmem_b"
"33486",105340,16,"sm","clw","HC","LP","HF",15,"symalb",NA,NA,7,60,1,30,0,10,NA,NA,"sm_HC_LP_HF_15_symalb",TRUE,"b","sm_HC_LP_HF_15_symalb_b"
"33519",105373,16,"mp","4","HC","LP","HF",20,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_20_alninc",TRUE,"b","mp_HC_LP_HF_20_alninc_b"
"33532",105386,16,"sm","11","HC","LP","HF",21,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_21_riblac",TRUE,"b","sm_HC_LP_HF_21_riblac_b"
"33549",105404,16,"mp","11","HC","LP","HF",24,"acegla",7,100,1,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_24_acegla",TRUE,"b","mp_HC_LP_HF_24_acegla_b"
"33590",105445,16,"mp","7","HC","LP","HF",29,"amealn",7,50,7,5,3,95,NA,NA,3,50,"mp_HC_LP_HF_29_amealn",TRUE,"b","mp_HC_LP_HF_29_amealn_b"
"33592",105447,16,"mp","10","HC","LP","HF",29,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_29_menfer",TRUE,"b","mp_HC_LP_HF_29_menfer_b"
"33602",105457,16,"sm","4","HC","LP","HF",30,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_30_alninc",TRUE,"b","sm_HC_LP_HF_30_alninc_b"
"33607",105462,16,"mp","10","HC","LP","HF",31,"shecan",3,100,3,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_31_shecan",TRUE,"b","mp_HC_LP_HF_31_shecan_b"
"33622",105477,16,"mp","9","HC","LP","HF",33,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_33_rubpar",TRUE,"b","mp_HC_LP_HF_33_rubpar_b"
"33629",105484,16,"mp","9","HC","LP","HF",34,"alninc",9,100,9,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_34_alninc",TRUE,"b","mp_HC_LP_HF_34_alninc_b"
"33634",105489,16,"sm","cl","HC","LP","HF",34,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_34_rubpar",TRUE,"b","sm_HC_LP_HF_34_rubpar_b"
"33658",105514,16,"sm","oc25","HC","LP","HF",37,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_37_vacmem",TRUE,"b","sm_HC_LP_HF_37_vacmem_b"
"33659",105515,16,"sm","oc25","HC","LP","HF",37,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_37_vacmem",TRUE,"b","sm_HC_LP_HF_37_vacmem_b"
"33662",105518,16,"mp","Ase","HC","LP","HF",38,"samrac",9,50,9,100,NA,NA,NA,NA,3,50,"mp_HC_LP_HF_38_samrac",TRUE,"b","mp_HC_LP_HF_38_samrac_b"
"33670",105526,16,"mp","8","HC","LP","HF",39,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_39_popbal",TRUE,"b","mp_HC_LP_HF_39_popbal_b"
"33701",105557,16,"mp","13","HC","LP","LF",3,"sorsco",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_3_sorsco",TRUE,"b","mp_HC_LP_LF_3_sorsco_b"
"33715",105572,16,"mp","10","HC","LP","LF",5,"shecan",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_5_shecan",TRUE,"b","mp_HC_LP_LF_5_shecan_b"
"33724",105581,16,"mp","wjt","HC","LP","LF",6,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_6_spipyr",TRUE,"b","mp_HC_LP_LF_6_spipyr_b"
"33727",105584,16,"sm","12","HC","LP","LF",6,"sorsco",10,50,0,100,NA,NA,NA,NA,7,50,"sm_HC_LP_LF_6_sorsco",TRUE,"b","sm_HC_LP_LF_6_sorsco_b"
"33783",105640,16,"mp","7","HC","LP","LF",14,"amealn",9,70,9,55,7,25,3,20,3,30,"mp_HC_LP_LF_14_amealn",TRUE,"b","mp_HC_LP_LF_14_amealn_b"
"33808",105665,16,"mp","tml","HC","LP","LF",17,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_17_rubpar",TRUE,"b","mp_HC_LP_LF_17_rubpar_b"
"33812",105669,16,"sm","12","HC","LP","LF",17,"sorsco",9,100,1,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_17_sorsco",TRUE,"b","sm_HC_LP_LF_17_sorsco_b"
"33820",105677,16,"sm",NA,"HC","LP","LF",18,"spibet",1,100,7,25,1,75,NA,NA,NA,NA,"sm_HC_LP_LF_18_spibet",TRUE,"b","sm_HC_LP_LF_18_spibet_b"
"33853",105712,16,"mp","sf","HC","LP","LF",23,"symalb",NA,NA,7,15,3,30,1,40,NA,NA,"mp_HC_LP_LF_23_symalb",TRUE,"b","mp_HC_LP_LF_23_symalb_b"
"33859",105718,16,"mp","10","HC","LP","LF",24,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_24_popbal",TRUE,"b","mp_HC_LP_LF_24_popbal_b"
"33893",105754,16,"sm","A","HC","LP","LF",28,"amealn",7,100,7,80,3,10,1,10,NA,NA,"sm_HC_LP_LF_28_amealn",TRUE,"b","sm_HC_LP_LF_28_amealn_b"
"33900",105761,16,"mp","4","HC","LP","LF",29,"vibedu",3,100,9,20,7,20,3,60,NA,NA,"mp_HC_LP_LF_29_vibedu",TRUE,"b","mp_HC_LP_LF_29_vibedu_b"
"33902",105763,16,"sm","4","HC","LP","LF",29,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_alninc",TRUE,"b","sm_HC_LP_LF_29_alninc_b"
"33904",105765,16,"sm","b","HC","LP","LF",29,"betpap",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_betpap",TRUE,"b","sm_HC_LP_LF_29_betpap_b"
"33943",105804,16,"sm","6","HC","LP","LF",34,"alnvir",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_34_alnvir",TRUE,"b","sm_HC_LP_LF_34_alnvir_b"
"33960",105822,16,"sm","9","HC","LP","LF",36,"corsto",7,100,7,90,3,10,NA,NA,NA,NA,"sm_HC_LP_LF_36_corsto",TRUE,"b","sm_HC_LP_LF_36_corsto_b"
"33971",105834,16,"mp","10","HC","LP","LF",38,"corsto",3,100,3,65,0,35,NA,NA,NA,NA,"mp_HC_LP_LF_38_corsto",TRUE,"b","mp_HC_LP_LF_38_corsto_b"
"34019",14091,17,"mp","10","LC","HP","HF",4,"shecan",3,100,3,60,1,20,0,20,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"34024",14096,17,"sm",NA,"LC","HP","HF",4,"spibet",15,25,11,10,9,10,3,30,10,50,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"34046",14118,17,"sm","A branched","LC","HP","HF",7,"corsto",11,25,3,25,1,75,NA,NA,9,25,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"34056",14128,17,"sm",NA,"LC","HP","HF",8,"riblac",0,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"34058",14130,17,"mp",NA,"LC","HP","HF",9,"samrac",NA,NA,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"34064",14136,17,"sm","B","LC","HP","HF",9,"vacmem",3,80,3,20,1,20,0,60,NA,NA,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"34072",14144,17,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"34131",14203,17,"mp",NA,"LC","HP","HF",18,"spipyr",1,100,7,20,3,20,1,50,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"34135",14207,17,"sm",NA,"LC","HP","HF",18,"sorsco",10,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"34139",14211,17,"mp","7","LC","HP","HF",19,"alnvir",3,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"34163",14235,17,"sm",NA,"LC","HP","HF",21,"amealn",7,100,9,70,7,15,3,15,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"34167",14239,17,"mp","10","LC","HP","HF",22,"alninc",1,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"34200",14272,17,"mp",NA,"LC","HP","HF",26,"vibedu",3,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"34202",14274,17,"sm","9","LC","HP","HF",26,"acegla",7,100,3,15,1,45,0,40,NA,NA,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"34222",14294,17,"mp",NA,"LC","HP","HF",29,"shecan",3,100,3,60,1,40,NA,NA,NA,NA,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"34225",14297,17,"sm",NA,"LC","HP","HF",29,"shecan",1,100,7,40,3,60,NA,NA,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"34230",14302,17,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,3,10,1,30,0,60,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"34238",14310,17,"mp","B","LC","HP","HF",31,"vacmem",1,80,1,20,0,80,NA,NA,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"34247",14319,17,"mp","B","LC","HP","HF",32,"spibet",1,100,3,30,1,20,0,50,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"34272",14346,17,"sm","11","LC","HP","HF",35,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
